age_in_years,days_tenure,length_of_residence,curr_ann_amt,good_credit,Churn
52,1252,11.0,1000.839933,1,0
55,4416,15.0,983.665726,0,0
46,202,4.0,1129.157586,1,0
59,6080,8.0,1241.287239,1,0
40,81,5.0,851.216976,1,0
49,229,15.0,801.737321,1,0
31,49,4.0,662.366303,1,0
63,3314,13.0,1051.263119,1,0
37,714,7.0,908.444697,1,0
53,3192,13.0,1064.733093,1,0
78,4372,15.0,1027.201692,1,0
45,1477,0.0,764.480743,0,0
63,1480,15.0,1154.508264,0,0
77,6291,11.0,1316.037523,1,0
49,1143,3.0,938.076343,1,0
55,4818,1.0,827.312797,1,0
56,138,3.0,990.054767,0,0
36,2636,4.0,802.075521,1,0
52,5022,15.0,1043.883246,1,0
55,2810,4.0,787.423848,1,0
66,354,15.0,854.900261,1,0
60,6291,8.0,800.26894,1,0
72,1970,0.0,863.475552,1,0
56,6291,4.0,936.887684,1,0
54,3948,6.0,815.677241,1,0
55,4416,3.0,940.334818,1,0
64,170,15.0,588.032278,1,1
55,4416,2.0,1333.657677,1,0
45,886,6.0,1167.198804,1,0
42,4482,5.0,494.130739,1,0
81,5792,14.0,1253.592013,1,0
39,1952,10.0,1176.518478,1,0
75,6291,6.0,1069.949752,1,0
55,161,5.0,1583.244353,1,1
37,1732,4.0,394.931095,1,0
72,199,6.0,1219.536342,1,0
55,5621,4.0,863.047143,1,0
62,162,15.0,952.661173,1,1
32,2282,2.0,1007.883812,1,0
54,1334,8.0,1000.839489,1,1
41,3379,4.0,640.197036,1,0
43,1854,13.0,720.689669,1,0
31,724,4.0,1169.793368,1,1
51,2456,15.0,1292.601497,1,0
76,212,8.0,943.709364,1,0
90,6291,5.0,1018.326781,1,1
37,70,1.0,866.046899,1,0
41,5610,4.0,972.79795,1,0
27,34,6.0,1057.982178,1,0
41,6291,6.0,886.872207,1,0
37,3448,0.0,1314.069651,0,1
74,205,7.0,1216.073486,1,0
54,1961,12.0,930.34696,1,0
46,6291,11.0,1222.214838,1,0
41,6291,14.0,817.081733,0,1
55,4015,3.0,538.78142,1,0
79,3329,1.0,674.82012,0,0
40,82,11.0,1052.624856,1,0
72,1985,4.0,462.334378,1,0
35,4379,15.0,1327.209986,1,0
49,6235,10.0,1164.496242,0,0
54,1182,15.0,911.594186,0,0
36,1324,7.0,1174.150421,1,0
47,3191,15.0,1154.493818,1,0
93,546,15.0,1291.663513,1,0
62,2444,15.0,1023.084547,1,0
68,4561,10.0,782.262305,1,1
55,6291,15.0,1011.505447,1,0
42,1781,6.0,902.967155,1,0
71,1952,1.0,1211.86442,1,0
66,1579,10.0,1041.73737,1,0
54,6291,5.0,1044.915497,1,0
53,127,15.0,639.490406,1,0
55,1606,12.0,817.814688,1,0
59,2997,1.0,818.781024,1,0
49,4534,3.0,716.554725,1,0
64,168,2.0,927.480876,1,1
55,723,15.0,894.089633,1,0
55,4818,7.0,945.952698,0,0
63,164,2.0,622.495299,1,0
86,3713,11.0,858.866801,1,0
35,63,5.0,903.976141,1,0
59,6291,0.0,1009.185034,0,0
67,6291,5.0,981.977369,0,0
35,5344,6.0,645.927239,1,0
38,2224,3.0,641.646059,0,1
55,1606,1.0,1139.860241,0,0
63,6291,12.0,944.332782,1,0
55,2742,9.0,1052.398639,1,0
55,5621,11.0,702.434399,1,0
40,5636,4.0,1031.47929,1,0
45,1509,8.0,773.039948,1,0
52,3146,4.0,804.795977,1,0
62,162,15.0,1152.038982,1,0
72,197,4.0,818.024425,1,1
59,3724,15.0,647.992879,1,0
61,2344,4.0,1151.790602,1,0
92,2452,0.0,983.052526,1,0
55,1606,7.0,888.312329,1,0
50,4075,1.0,721.722708,1,0
34,1215,3.0,927.82539,1,0
55,161,6.801,745.461524,1,0
43,184,0.0,1172.263612,0,1
60,1547,0.0,1024.466031,1,0
67,4492,7.0,675.119139,1,0
47,4316,8.0,1195.451286,1,0
56,6291,6.0,1508.398301,1,0
41,6291,6.0,1011.58477,1,0
37,4641,1.0,722.019042,0,1
89,6291,14.0,1213.758098,1,0
58,6291,12.0,1296.646816,1,0
49,6291,5.0,1327.750994,1,0
65,6291,15.0,1432.880151,1,0
60,6291,8.0,1201.376568,1,0
94,6291,10.0,838.139919,0,0
52,6291,3.0,1170.885003,1,0
97,6291,1.0,597.002251,1,0
51,6291,0.0,658.310035,1,0
56,6291,15.0,734.91107,0,0
79,6291,4.0,826.477048,0,0
60,6291,4.0,961.596164,1,0
94,6291,15.0,1085.929267,0,0
81,6291,15.0,1084.042636,1,0
89,6291,3.0,1272.247962,1,0
59,6291,10.0,944.457336,1,0
53,6291,14.0,1083.723672,1,0
75,6291,15.0,637.948821,1,0
81,6291,15.0,1129.422969,1,0
61,6291,7.0,1061.993566,0,0
57,6291,5.0,551.248494,0,0
45,6291,6.0,902.805581,1,1
66,6291,15.0,1180.396347,1,0
55,1204,0.0,733.000855,1,0
76,6291,10.0,892.306245,1,0
64,6291,6.0,994.89826,1,0
65,6291,4.0,1201.473416,1,1
66,6291,15.0,912.929438,0,1
76,6291,15.0,983.803543,1,0
61,6291,5.0,923.068241,1,0
56,6291,15.0,948.010938,0,1
77,6291,7.0,631.096515,1,0
53,6291,6.0,955.734961,1,0
88,6291,10.0,1027.463161,1,0
52,6291,2.0,998.819445,1,0
63,3277,2.0,1231.262728,1,0
45,100,12.0,654.679004,1,0
49,6291,13.0,455.311623,0,0
48,1641,7.0,821.231047,1,0
85,6291,2.0,973.403558,1,0
64,6291,4.0,930.691058,1,0
67,6291,15.0,1344.986987,1,0
75,6291,15.0,1169.01764,1,0
64,6291,2.0,323.679366,1,0
78,6291,15.0,598.217547,0,0
61,6291,6.0,832.21429,1,0
54,6291,13.0,960.07722,1,0
83,6291,15.0,1158.945021,1,0
59,6291,15.0,1043.900968,1,0
67,6291,12.0,1132.719097,1,0
67,6291,9.0,937.84634,1,0
76,6291,15.0,899.534064,1,0
58,6291,5.0,782.32443,0,0
84,6291,15.0,1386.19663,1,0
45,6291,4.0,1024.65711,1,0
77,6291,15.0,982.307559,1,0
66,6291,10.0,1304.81478,1,0
62,6291,15.0,1388.629575,1,0
56,6291,0.0,882.199775,1,0
64,6291,15.0,880.391006,1,0
53,6291,5.0,861.488726,1,0
89,6291,4.0,863.71678,1,0
59,6291,15.0,1128.86119,0,0
60,6291,9.0,1109.749047,1,0
45,6291,5.0,806.515885,1,0
70,6291,3.0,686.248822,1,0
56,6291,6.0,707.207619,1,0
74,6291,2.0,993.457541,1,0
53,6291,1.0,637.405715,0,0
55,6291,10.0,1234.02936,1,0
60,6291,13.0,1124.925867,1,0
59,6291,15.0,577.075684,1,0
82,6291,7.0,1052.024623,1,0
92,6291,15.0,903.840436,1,0
47,5934,15.0,1006.263321,1,1
57,6291,4.0,1033.16488,1,0
70,6291,15.0,1247.327235,1,1
74,6291,15.0,841.234856,1,0
47,6291,3.0,1092.706096,1,0
66,6291,4.0,1076.596785,1,0
90,6291,5.0,937.858155,1,0
39,78,2.0,947.619248,1,0
38,1446,7.0,1125.080455,1,0
41,3856,7.0,946.637395,1,0
66,175,8.0,867.514327,1,1
55,5621,10.0,456.030971,1,0
47,106,0.0,959.293121,1,0
37,70,1.0,719.05798,1,0
66,4370,4.0,1107.548093,1,0
40,2059,0.0,864.081971,1,0
45,5030,8.0,1106.590433,1,0
38,2188,4.0,704.9028,1,0
46,5212,2.0,776.96851,0,0
55,161,6.0,781.386406,1,1
34,59,14.0,1149.681484,1,1
66,176,15.0,784.137212,1,0
78,4390,4.0,789.807321,1,0
53,130,12.0,985.642882,1,1
33,559,12.0,905.936575,1,0
36,2600,5.0,731.938182,1,0
43,4171,13.0,973.644897,0,0
49,6291,15.0,805.755406,1,0
35,934,3.0,881.807151,1,0
59,1499,10.0,995.109083,1,0
30,2063,2.0,628.849124,1,0
55,80,5.0,601.884224,1,0
45,5045,8.0,878.137956,1,0
61,6291,12.0,662.389235,1,0
57,6291,11.0,544.052391,1,0
55,2008,6.801,1089.244883,0,0
67,361,9.0,390.91471,1,0
91,6291,9.0,811.298516,1,0
54,1201,0.0,670.107413,1,0
69,5573,15.0,836.269025,0,0
47,1587,11.0,521.460417,1,0
34,1767,2.0,852.834936,1,0
37,2488,1.0,810.047707,1,0
55,1204,12.0,868.385803,1,0
54,3321,15.0,965.765776,1,1
54,1993,15.0,1068.84481,1,0
34,2430,6.0,1014.157437,1,0
52,125,3.0,1056.033746,0,1
42,1336,6.0,998.207606,1,0
31,2227,2.0,1041.959854,0,0
38,5275,15.0,1090.102253,0,0
58,6291,8.0,1079.8599,1,0
40,3233,0.0,285.454629,1,0
45,2006,0.0,898.291911,1,0
44,4771,11.0,499.313973,1,0
55,2409,8.0,953.861855,1,0
55,3212,5.0,881.296404,1,0
77,3229,15.0,1352.886656,1,0
55,5459,4.0,1410.522489,1,0
44,6291,1.0,591.286441,1,0
56,280,15.0,1294.274509,1,0
76,6291,2.0,1138.997149,1,0
86,3758,15.0,563.770587,1,0
50,4138,1.0,1011.553906,1,0
55,4416,4.0,1138.067108,1,0
57,1432,15.0,804.389586,1,0
52,2474,10.0,950.611395,1,0
32,756,0.0,850.91685,0,0
50,4766,11.0,944.770844,1,0
45,3902,5.0,1133.735035,1,0
41,4300,15.0,1080.980189,1,0
55,5621,15.0,1079.503004,1,1
57,283,9.0,1084.616959,1,0
79,6291,15.0,1056.982395,1,0
47,1614,4.0,919.410949,1,0
82,6291,11.0,1030.272991,1,0
55,2008,4.0,623.7857,0,0
30,669,12.0,1107.984398,1,0
62,3222,15.0,775.904586,0,0
52,4330,10.0,1167.792542,1,0
59,149,15.0,1081.955077,1,1
80,6291,7.0,1493.850256,1,0
60,6291,15.0,1109.943041,1,0
64,6291,4.0,849.658422,1,0
63,6291,12.0,946.6368,1,0
49,2310,7.0,1255.229485,1,0
37,5263,7.0,793.613338,0,0
55,3212,0.0,811.041144,1,0
47,1079,9.0,1306.845306,0,0
84,243,15.0,1449.569512,1,0
55,803,15.0,825.074606,1,0
55,1223,3.0,763.323695,1,0
52,1892,0.0,412.386289,1,0
65,5199,0.0,880.871222,1,0
37,5331,0.0,945.083259,1,0
75,211,15.0,849.872461,1,0
57,6291,4.0,1174.318254,1,1
69,6291,15.0,572.314032,1,0
82,471,15.0,1161.846959,0,0
55,4416,1.0,1083.471704,1,0
57,289,11.0,881.919337,1,0
55,4818,12.0,691.294183,0,0
47,2103,6.0,857.537545,1,0
58,2198,1.0,839.623529,1,0
58,2906,4.0,1128.572379,1,0
95,2825,4.0,947.223856,1,0
55,5621,7.0,460.978786,1,0
32,465,6.0,884.174917,1,1
36,1701,12.0,644.472668,1,0
51,1207,10.0,782.094097,1,0
40,5657,5.0,995.410377,1,0
76,6291,5.0,1012.312736,1,0
36,1016,6.0,1265.239367,1,1
41,757,6.0,1526.025115,1,0
47,2651,7.0,228.617925,1,0
69,6291,15.0,854.14852,0,0
54,4564,15.0,792.004999,0,0
63,166,8.0,990.670997,1,1
47,2637,7.0,1084.85248,1,0
58,6291,3.0,723.038302,1,0
46,104,8.0,1197.949525,1,1
36,3901,2.0,876.775905,0,0
70,6291,15.0,1177.930212,1,0
58,2949,15.0,1065.776621,1,0
33,1713,8.0,821.236625,1,0
105,6291,15.0,956.224016,1,0
33,4078,0.0,597.784855,1,0
55,3614,4.0,1133.902511,1,0
42,5305,2.0,767.272352,1,1
50,5881,5.0,955.898126,1,0
47,2103,0.0,729.762073,1,0
74,6291,14.0,1414.971926,1,0
72,2992,8.0,1243.032522,1,0
67,361,15.0,461.41892,1,0
54,1310,8.0,1159.415291,1,0
41,1281,13.0,1097.088185,1,0
80,4573,15.0,549.289442,1,0
57,6291,10.0,521.720093,1,0
44,1431,11.0,749.74855,0,1
40,3651,2.0,1027.973962,1,1
59,300,7.0,1098.326963,1,0
52,3794,15.0,1167.137002,1,0
55,3614,2.0,807.357256,1,0
80,6291,3.0,1439.930745,1,0
59,1490,11.0,1325.808202,0,0
57,2148,5.0,1088.12247,1,0
99,2657,11.0,628.718682,1,0
63,6291,4.0,1047.484987,1,0
90,6291,7.0,1011.132388,1,1
36,1694,1.0,639.977338,1,0
45,5533,14.0,684.498344,1,0
55,5621,2.0,453.568383,1,0
77,2180,15.0,993.486085,1,0
55,80,11.0,1008.685777,1,0
55,2038,1.0,749.235602,1,0
45,3999,4.0,1185.029325,1,0
64,170,13.0,795.225023,1,0
47,213,8.0,770.056246,1,0
63,166,4.0,643.159841,1,0
64,5895,15.0,1242.606497,0,1
50,5253,12.0,343.348851,1,0
42,5305,0.0,923.679886,1,0
65,3423,5.0,679.763483,1,0
55,6022,6.801,867.793493,1,0
79,223,15.0,857.398272,1,0
48,5471,4.0,903.544255,1,0
57,5667,6.801,832.685914,0,0
72,197,4.0,1066.216,1,1
55,1606,2.0,742.024597,1,0
55,6022,6.0,591.226758,1,0
38,4503,4.0,980.726744,0,0
55,723,5.0,1119.406373,1,0
58,5897,6.0,1014.046237,1,0
29,844,6.801,626.248777,1,0
46,4705,2.0,1200.516295,1,0
55,2008,8.0,938.436318,1,0
50,6291,15.0,1322.489769,0,1
55,1204,2.0,817.683253,0,0
74,5085,5.0,644.494987,1,1
59,3785,15.0,1071.938871,0,0
36,3295,5.0,629.555636,0,0
41,857,3.0,1059.998748,1,0
55,2409,15.0,626.404249,1,0
75,5184,11.0,822.69936,1,1
45,3975,0.0,821.633616,1,0
55,5621,5.0,1085.636702,1,1
46,2073,4.0,710.286879,0,0
48,110,9.0,1126.888899,1,0
37,1066,8.0,746.776901,0,0
59,2991,15.0,343.878804,1,0
41,2089,15.0,1082.116209,1,0
39,1180,15.0,1105.927961,1,0
67,3557,15.0,974.723074,1,0
31,1980,6.0,872.882122,1,0
72,2955,15.0,1033.091461,0,0
55,80,6.801,886.340655,1,0
55,161,0.0,1274.847202,0,0
39,5075,15.0,1456.448729,1,0
54,1201,11.0,1017.752132,0,0
38,2880,9.0,576.465033,0,0
90,5303,8.0,783.948661,1,0
66,178,5.0,805.72725,1,1
40,2480,5.0,785.866791,1,0
36,3992,1.0,1034.842389,1,0
41,1659,1.0,1091.817167,1,0
55,3614,1.0,571.667565,1,0
54,133,5.0,1109.756855,1,0
85,6291,15.0,1078.891906,1,0
35,4486,0.0,594.273945,0,0
46,6199,2.0,480.259045,1,0
58,4395,13.0,618.188102,0,0
54,6291,2.0,973.441931,0,0
41,1281,1.0,797.915641,0,0
55,6022,6.801,939.87513,1,0
42,1322,6.0,662.299537,0,0
52,124,15.0,1054.310438,1,1
33,3073,3.0,852.182331,1,0
55,6291,15.0,944.048804,1,0
48,5020,3.0,1003.107745,1,0
46,3081,6.0,838.007669,1,0
54,6291,13.0,588.670425,1,0
54,5936,15.0,1019.831666,1,0
55,4015,6.0,782.470405,1,0
51,120,14.0,698.016479,1,1
90,6291,4.0,972.848325,1,0
44,1896,6.0,1396.795895,1,0
38,74,11.0,1111.214194,0,1
60,2294,15.0,1327.530079,1,0
64,169,15.0,1400.238665,1,1
45,5499,0.0,641.666896,1,0
53,1915,9.0,730.399051,0,0
69,188,7.0,1295.859302,1,0
56,4213,7.0,490.917484,0,0
47,6291,15.0,1135.427143,1,0
59,150,15.0,515.318716,1,1
70,6291,12.0,882.891374,1,0
63,6291,6.801,879.229697,0,0
68,363,15.0,1110.313243,1,0
58,145,10.0,1068.020874,0,0
58,2936,5.0,722.836957,1,0
55,723,7.0,707.780198,1,1
55,1606,3.0,743.177632,1,0
55,5621,15.0,332.311221,1,0
54,3328,4.0,1094.324517,1,0
40,6291,4.0,1117.080094,1,0
48,4425,7.0,693.181423,1,1
33,2556,5.0,838.616199,0,0
61,316,1.0,805.903335,0,0
68,2736,15.0,1364.742144,1,0
49,6291,4.0,1079.345683,0,0
36,3726,6.801,1069.038632,1,0
51,1828,6.0,629.024077,1,0
50,5912,2.0,977.122541,1,0
43,5506,4.0,722.742992,1,0
55,3212,3.0,1206.845069,1,0
59,6080,0.0,721.098414,0,0
64,168,3.0,856.266562,1,1
68,6291,15.0,1205.915694,1,0
55,6022,14.0,871.049772,1,0
64,168,7.0,853.71663,0,0
49,4011,4.0,723.571309,1,1
45,889,9.0,1360.873379,1,0
57,2166,15.0,901.675621,1,0
27,346,5.0,475.771539,1,1
55,6291,5.0,785.451698,1,0
47,6291,10.0,654.451947,1,0
63,166,7.0,966.416532,1,0
63,4081,1.0,1062.284533,1,0
48,993,3.0,801.512932,1,0
51,1828,5.0,1373.153342,1,0
76,2116,15.0,1189.896383,1,0
55,2810,1.0,1083.936875,0,1
49,4011,5.0,742.178503,1,0
66,1592,8.0,913.811415,1,0
49,6291,11.0,1186.494961,1,0
55,6291,15.0,703.123849,1,0
53,6291,8.0,619.016044,1,0
54,1196,10.0,1049.738249,1,0
70,190,15.0,1199.315385,1,0
38,1861,15.0,1313.143098,1,0
55,3614,15.0,812.196856,0,0
53,6291,15.0,1015.632339,0,0
51,6291,1.0,1318.465909,1,0
78,3325,15.0,796.964378,1,0
55,275,12.0,1384.529307,1,0
71,2891,4.0,1055.973655,1,0
53,130,15.0,586.678917,1,1
60,309,3.0,896.717675,1,0
55,2409,3.0,311.269637,1,0
49,2857,4.0,1296.295598,1,0
55,80,10.0,925.772397,1,1
57,4969,15.0,928.23877,1,0
59,6291,9.0,365.265517,1,0
46,104,3.0,1287.718824,1,0
44,5725,1.0,885.913741,0,1
55,2810,3.0,713.543372,1,0
33,1075,9.0,672.158931,1,0
69,6291,15.0,1029.142251,0,0
55,6022,15.0,1110.252161,0,0
34,60,6.0,1108.402919,0,1
53,5083,0.0,241.469836,1,1
34,5111,4.0,704.872876,0,0
61,6291,15.0,838.231823,1,0
35,5241,2.0,947.490743,1,0
34,2405,1.0,800.65943,0,0
59,6291,6.0,1145.879089,1,0
47,1587,5.0,1047.707214,1,0
83,2143,15.0,965.034375,1,0
54,1997,15.0,1159.367876,1,0
31,434,2.0,901.2585,1,1
46,1024,15.0,601.874739,1,0
46,3638,1.0,1044.736847,1,0
94,5595,14.0,860.346358,0,0
74,3101,7.0,950.76351,1,0
40,3172,0.0,897.685218,0,0
43,840,5.0,1185.96424,1,0
86,248,15.0,680.687243,0,0
49,2304,12.0,1187.487484,0,0
38,1098,14.0,980.561488,1,0
69,3715,3.0,821.00744,1,0
29,369,6.801,693.682056,1,0
46,3081,13.0,858.884091,0,0
54,5950,12.0,1082.280944,1,0
36,971,4.0,1013.012213,1,0
55,3212,9.0,1130.355753,0,0
63,6291,5.0,1301.522289,1,0
47,3744,6.0,398.264026,1,0
55,136,9.0,1334.54224,0,0
68,6291,14.0,1876.560258,1,0
62,161,15.0,782.151978,1,1
62,6291,4.0,579.491037,1,0
54,6291,9.0,621.563746,0,0
40,6038,0.0,1226.043686,1,0
67,6291,0.0,998.751148,1,1
39,1185,4.0,1340.032318,1,0
47,1623,8.0,764.938367,0,0
52,250,0.0,773.852427,0,0
34,60,7.0,682.026353,1,0
54,6291,13.0,1119.786902,1,0
55,80,15.0,1035.958062,1,0
38,1800,15.0,938.385074,1,0
64,6291,15.0,1099.108959,1,0
71,6291,15.0,887.076903,1,0
51,120,2.0,702.097678,1,0
60,6116,8.0,1168.177728,1,0
45,3521,3.0,1001.951682,1,1
52,1878,0.0,828.718057,0,0
67,4515,12.0,762.5559,1,0
55,3614,8.0,1429.721158,1,0
55,803,6.801,1085.030651,1,1
58,2198,15.0,915.792792,1,1
64,168,15.0,1114.856544,1,0
85,246,12.0,1397.356661,1,0
49,1028,8.0,954.768832,1,1
46,5716,9.0,861.935767,1,0
55,137,15.0,1190.705523,1,1
75,208,15.0,902.207089,0,0
52,3739,9.0,860.584926,0,0
68,5500,8.0,851.414611,1,0
72,6291,15.0,617.425526,0,0
55,6291,5.0,930.543108,1,1
59,1505,3.0,662.046088,1,0
41,6291,2.0,712.241833,1,0
39,6291,10.0,628.768973,1,0
64,6291,2.0,479.432669,1,0
55,1204,9.0,1393.603719,0,0
55,273,5.0,873.026284,1,0
55,723,4.0,1032.87471,1,0
52,4383,15.0,1132.895325,0,0
46,3072,11.0,894.303894,1,0
58,147,15.0,1556.005951,1,1
84,2167,11.0,800.170823,1,0
43,4981,3.0,855.93726,1,0
39,2669,6.801,689.253946,1,0
62,325,8.0,833.054682,1,0
38,1085,2.0,828.331454,0,0
69,1688,4.0,999.718238,1,0
60,4660,8.0,817.511129,1,0
53,5118,13.0,791.118638,1,0
33,820,3.0,900.443722,0,0
55,3389,5.0,853.715405,1,0
54,6291,14.0,991.152794,1,0
71,6291,1.0,900.662104,1,0
42,3897,5.0,1084.948086,1,0
55,1204,2.0,935.164087,1,0
62,162,15.0,1271.376274,1,0
54,131,12.0,960.829227,1,0
58,3709,2.0,1038.251565,0,0
65,3430,14.0,932.519675,1,1
79,225,15.0,897.414561,1,0
91,268,3.0,1009.174416,1,0
56,2107,2.0,1023.181811,1,0
34,58,15.0,940.463636,1,1
57,6291,1.0,1389.927349,1,0
56,6291,3.0,662.633717,1,0
52,6291,1.0,1133.564328,0,0
73,6291,1.0,928.521481,0,0
52,6291,6.0,411.061309,0,0
55,6291,4.0,553.407521,1,0
52,6291,2.0,1350.654353,1,0
70,6291,15.0,1322.284144,1,0
52,6291,15.0,1167.716696,1,0
63,6291,8.0,679.864187,0,0
52,6291,3.0,947.453439,1,0
51,6291,14.0,834.927971,1,0
73,6291,4.0,925.548053,1,0
82,6291,15.0,1079.644615,1,0
30,2605,5.0,732.994596,1,0
51,4851,15.0,1015.167737,1,0
57,5043,14.0,882.791684,1,0
55,4015,15.0,655.318723,1,0
55,2409,3.0,1127.810031,1,0
55,3212,11.0,983.159065,0,0
42,4498,6.0,768.18434,1,0
41,167,2.0,946.790654,1,1
38,5652,5.0,898.583937,1,0
93,273,5.0,1034.181877,1,0
38,2552,3.0,1277.897713,1,0
36,993,6.0,539.728171,1,0
28,385,9.0,958.867156,1,0
67,5390,1.0,776.24687,1,0
45,98,8.0,1442.851675,1,0
31,1721,1.0,1019.480423,1,0
42,2241,6.0,1022.117937,1,0
51,3620,5.0,708.98012,1,0
40,5786,5.0,797.925763,1,0
46,1024,8.0,867.768623,1,0
56,2075,13.0,334.469332,1,0
55,803,3.0,986.874661,1,0
47,1609,8.0,869.870629,1,0
44,5744,10.0,1038.977138,1,0
53,5143,1.0,526.591859,1,0
53,1146,15.0,728.967354,1,0
59,5245,9.0,880.596788,1,0
63,165,7.0,1396.85848,1,1
55,4818,7.0,824.996373,1,0
54,6291,7.0,840.034985,1,0
65,6291,14.0,1012.878566,1,0
62,163,6.0,1276.460931,1,0
57,144,3.0,1036.696224,0,0
52,6291,7.0,1183.956662,1,0
60,155,15.0,723.711597,0,0
55,1204,0.0,946.680289,0,0
39,4630,2.0,908.989523,1,0
55,80,14.0,1008.692071,1,0
55,161,2.0,1140.494015,1,1
42,88,5.0,647.891117,0,1
34,870,15.0,729.895248,1,0
50,1072,5.0,932.477771,0,0
65,4332,15.0,1083.460111,1,1
55,2409,3.0,875.737168,1,0
50,6291,15.0,925.063549,0,0
43,6291,3.0,1118.229395,0,0
40,5194,1.0,923.36574,1,0
54,4013,6.0,995.021308,1,0
55,723,0.0,962.094126,0,0
64,6291,8.0,703.078472,1,0
69,6291,11.0,642.272713,1,0
88,6291,3.0,732.098434,1,1
55,6291,11.0,1009.308321,1,0
62,6291,9.0,1444.476866,1,0
79,6291,15.0,1218.283525,1,0
71,6291,2.0,1021.393917,1,1
73,6291,15.0,898.017617,1,0
30,688,1.0,855.787111,1,0
47,3146,10.0,648.450849,0,0
55,803,7.0,936.961781,0,0
29,2304,15.0,1003.674855,1,0
70,6291,5.0,1352.101374,1,0
71,6291,15.0,963.561532,1,0
49,5683,5.0,1256.358076,1,0
69,6291,15.0,1062.343043,1,0
53,127,6.0,1072.326042,1,0
50,4106,5.0,618.301889,1,0
76,3192,14.0,1206.53949,1,0
55,3614,2.0,862.533566,1,0
41,1262,6.0,657.271925,1,0
61,157,15.0,780.02133,1,0
68,6291,3.0,828.692126,1,0
94,4160,12.0,928.493163,1,0
58,292,4.0,1126.890137,1,0
54,6291,2.0,865.418378,1,0
60,6291,15.0,1426.442225,1,0
60,6291,3.0,1040.646926,1,0
41,1678,3.0,1000.967226,1,0
55,2705,14.0,1222.274486,1,0
50,3538,3.0,1152.545888,1,0
62,6291,3.0,1624.833485,1,0
49,4486,7.0,806.332749,0,0
42,6291,15.0,1055.884484,0,0
44,1409,6.0,1086.838082,0,0
46,2583,8.0,569.834734,1,0
83,480,11.0,975.568647,1,0
41,4300,15.0,691.157247,1,0
37,693,2.0,643.283463,0,0
55,2810,0.0,1154.408096,1,0
46,2545,1.0,1427.059343,1,0
36,67,11.0,974.470009,1,0
75,6291,0.0,984.655601,1,0
74,412,15.0,776.313633,1,0
55,4015,6.0,581.639934,1,0
36,1002,2.0,457.419323,1,0
44,4755,0.0,451.015409,1,1
32,1754,3.0,881.037125,1,0
36,2318,3.0,716.907155,0,0
43,6291,3.0,945.816644,1,0
48,5516,3.0,1146.729698,1,0
78,5511,12.0,851.401187,1,0
43,3201,6.0,791.75152,1,0
94,4173,0.0,837.856053,1,0
76,5328,15.0,1059.039313,1,0
77,432,15.0,981.558763,1,0
70,3825,0.0,906.070199,1,0
39,3919,0.0,847.395618,1,0
54,131,11.0,1023.962717,1,0
41,5998,0.0,742.481762,1,0
54,131,2.0,620.484686,1,1
72,197,14.0,929.016716,1,0
28,3044,2.0,701.541642,1,0
60,308,5.0,748.789322,1,1
84,243,8.0,1157.995268,1,0
59,2234,13.0,899.307592,0,0
49,1034,13.0,844.401433,1,0
35,938,2.0,860.295487,1,0
57,1438,5.0,978.940544,0,0
62,1456,3.0,1042.747161,1,0
55,6291,10.0,1485.858804,1,0
54,3985,3.0,1147.406931,1,1
46,1527,4.0,739.321326,1,0
59,6291,0.0,920.388537,0,0
62,6291,6.0,874.064722,1,0
55,723,11.0,916.695331,1,0
78,3307,15.0,795.288469,0,0
59,5994,5.0,838.753273,0,0
55,5621,5.0,855.65406,1,0
55,4818,4.0,468.718444,1,0
52,126,11.0,600.519284,1,1
56,4159,15.0,971.716168,1,0
62,1620,11.0,1384.411136,1,0
74,3106,15.0,1233.200794,1,0
62,4852,4.0,1052.749711,1,0
49,1128,0.0,1299.808709,1,0
49,2310,15.0,463.886989,1,0
46,5617,11.0,915.12235,1,0
79,3380,7.0,620.211979,1,0
41,2082,6.0,764.975978,1,0
81,3471,15.0,1310.565611,1,0
80,2047,15.0,739.481691,1,0
39,4977,6.801,469.291138,0,1
40,733,7.0,841.314239,1,0
43,4157,1.0,542.547193,0,0
58,146,5.0,726.898722,1,0
55,1356,15.0,1282.396796,1,0
48,1632,11.0,807.428385,1,0
63,3326,1.0,876.833717,0,0
69,2814,7.0,783.528288,1,0
54,3967,0.0,1368.968579,1,0
58,2175,4.0,817.207848,1,0
78,6291,6.0,1135.855715,0,0
27,35,3.0,659.45456,1,0
47,105,7.0,1182.372383,1,1
40,2051,3.0,998.536442,0,0
55,3420,4.0,1054.42125,1,0
55,4015,2.0,794.498124,0,0
51,1837,15.0,1197.375774,1,0
55,723,6.0,1300.409756,1,0
48,4965,1.0,889.294748,0,0
32,765,0.0,850.910432,1,0
42,779,6.0,918.898688,1,0
38,1452,3.0,794.787967,1,0
30,394,4.0,1110.981625,0,0
42,1732,2.0,606.205597,1,1
44,6202,6.801,822.559245,1,0
48,6291,0.0,1215.397026,1,0
64,2535,5.0,443.375639,1,0
51,3656,15.0,1145.085924,1,0
46,3649,4.0,490.237447,1,1
60,6291,2.0,974.523883,1,0
62,163,2.0,1081.979249,0,0
45,2447,10.0,1044.582554,1,0
69,6291,15.0,839.272872,0,0
55,134,10.0,1120.683678,1,1
51,1801,2.0,1025.847866,1,0
55,2038,3.0,1036.100981,1,0
39,684,3.0,951.484348,1,0
